sample_id,speaker_id,text,text_rank,source_file_id,reference_file_id,source_wav,reference_wav,target_emotion,model_variant,intensity_mode,alpha,intensity_control,style_beta,rank_intensity,rank_src,rank_ref,rank_gap,speaker_cosine,speaker_ref_cosine,generated_wav,pair_type,emotion_acc,emotion_conf,emotion_ref_cosine,emotion_src_cosine,predicted_emotion,epoch
spk11_txt005_sad,11,Clear than clear water!,5,0011_000005,0011_001055,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000005.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Sad/0011_001055.wav,Sad,epoch_00025,inferred,0.6,style,0.6,,,,,0.7224441170692444,0.7720411419868469,,same_speaker_same_text,1.0,0.999403476715088,0.9991379380226136,0.0847522914409637,sad,00025
spk11_txt005_surprise,11,Clear than clear water!,5,0011_000005,0011_001405,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000005.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Surprise/0011_001405.wav,Surprise,epoch_00025,inferred,0.6,style,0.6,,,,,0.6056711673736572,0.5207135081291199,,same_speaker_same_text,0.0,0.0003547945234458,-0.1677339076995849,-0.259803831577301,happy,00025
spk11_txt007_angry,11,I'm as bad as I can be.,7,0011_000007,0011_000357,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000007.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000357.wav,Angry,epoch_00025,inferred,0.6,style,0.6,,,,,0.7287947535514832,0.7472865581512451,,same_speaker_same_text,0.0,0.0001402565394528,-0.2454049289226532,0.1901037842035293,sad,00025
spk11_txt007_happy,11,I'm as bad as I can be.,7,0011_000007,0011_000707,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000007.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Happy/0011_000707.wav,Happy,epoch_00025,inferred,0.6,style,0.6,,,,,0.7309387922286987,0.6963903903961182,,same_speaker_same_text,0.0,0.0001372183323837,-0.2223734259605407,0.11724603921175,sad,00025
spk11_txt007_sad,11,I'm as bad as I can be.,7,0011_000007,0011_001057,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000007.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Sad/0011_001057.wav,Sad,epoch_00025,inferred,0.6,style,0.6,,,,,0.7809527516365051,0.8599677085876465,,same_speaker_same_text,1.0,0.999449908733368,0.9999113082885742,0.1558436453342437,sad,00025
spk11_txt007_surprise,11,I'm as bad as I can be.,7,0011_000007,0011_001407,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000007.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Surprise/0011_001407.wav,Surprise,epoch_00025,inferred,0.6,style,0.6,,,,,0.7529307007789612,0.7695270776748657,,same_speaker_same_text,0.0,0.0001118789004976,-0.3224551677703857,0.1107729896903038,sad,00025
spk11_txt008_angry,11,That was his chief thought.,8,0011_000008,0011_000358,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000008.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000358.wav,Angry,epoch_00025,inferred,0.6,style,0.6,,,,,0.7592605948448181,0.8246879577636719,,same_speaker_same_text,0.0,0.0001097121639759,-0.2818104922771454,-0.0657235980033874,sad,00025
spk11_txt008_happy,11,That was his chief thought.,8,0011_000008,0011_000708,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000008.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Happy/0011_000708.wav,Happy,epoch_00025,inferred,0.6,style,0.6,,,,,0.7365837693214417,0.8476020097732544,,same_speaker_same_text,0.0,0.0045903152786195,0.1403316259384155,-0.0090000834316015,sad,00025
spk11_txt008_sad,11,That was his chief thought.,8,0011_000008,0011_001058,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000008.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Sad/0011_001058.wav,Sad,epoch_00025,inferred,0.6,style,0.6,,,,,0.7886647582054138,0.8800723552703857,,same_speaker_same_text,1.0,0.999425768852234,0.9994207620620728,-0.1566426903009414,sad,00025
spk11_txt008_surprise,11,That was his chief thought.,8,0011_000008,0011_001408,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000008.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Surprise/0011_001408.wav,Surprise,epoch_00025,inferred,0.6,style,0.6,,,,,0.6639399528503418,0.8014398813247681,,same_speaker_same_text,0.0,0.0003423190792091,-0.6585314273834229,0.8449253439903259,neutral,00025
spk11_txt009_angry,11,On the twenty second of last march.,9,0011_000009,0011_000359,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000009.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000359.wav,Angry,epoch_00025,inferred,0.6,style,0.6,,,,,0.6848546266555786,0.8240636587142944,,same_speaker_same_text,0.0,9.50544053921476e-05,-0.4335184395313263,0.4199296236038208,sad,00025
spk11_txt009_happy,11,On the twenty second of last march.,9,0011_000009,0011_000709,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000009.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Happy/0011_000709.wav,Happy,epoch_00025,inferred,0.6,style,0.6,,,,,0.7314643263816833,0.7896229028701782,,same_speaker_same_text,0.0,0.0019174751359969,0.1276580691337585,0.8610094785690308,neutral,00025
spk11_txt009_sad,11,On the twenty second of last march.,9,0011_000009,0011_001059,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000009.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Sad/0011_001059.wav,Sad,epoch_00025,inferred,0.6,style,0.6,,,,,0.7874892950057983,0.8198556900024414,,same_speaker_same_text,0.0,0.3546761572360992,0.6035093069076538,0.770450234413147,neutral,00025
spk11_txt009_surprise,11,On the twenty second of last march.,9,0011_000009,0011_001409,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000009.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Surprise/0011_001409.wav,Surprise,epoch_00025,inferred,0.6,style,0.6,,,,,0.7193056344985962,0.7864473462104797,,same_speaker_same_text,0.0,7.523857493652031e-05,-0.3359211981296539,0.0578037276864051,sad,00025
spk11_txt010_angry,11,A nauseous draught.,10,0011_000010,0011_000360,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000010.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000360.wav,Angry,epoch_00025,inferred,0.6,style,0.6,,,,,0.7531396746635437,0.6863636374473572,,same_speaker_same_text,0.0,0.0002389921573922,-0.4905106127262115,0.6804649829864502,sad,00025
spk11_txt010_happy,11,A nauseous draught.,10,0011_000010,0011_000710,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000010.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Happy/0011_000710.wav,Happy,epoch_00025,inferred,0.6,style,0.6,,,,,0.8044107556343079,0.7489475011825562,,same_speaker_same_text,0.0,0.0001240231504198,0.9648074507713318,0.1036775708198547,sad,00025
spk11_txt010_sad,11,A nauseous draught.,10,0011_000010,0011_001060,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000010.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Sad/0011_001060.wav,Sad,epoch_00025,inferred,0.6,style,0.6,,,,,0.8108710646629333,0.8148364424705505,,same_speaker_same_text,1.0,0.9992949962615968,0.9878844618797302,0.0502244681119918,sad,00025
spk11_txt010_surprise,11,A nauseous draught.,10,0011_000010,0011_001410,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000010.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Surprise/0011_001410.wav,Surprise,epoch_00025,inferred,0.6,style,0.6,,,,,0.7859536409378052,0.7657511830329895,,same_speaker_same_text,0.0,0.000228011253057,0.9494802355766296,-0.1568131744861602,happy,00025
spk11_txt011_angry,11,Chapter ten a warm welcome.,11,0011_000011,0011_000361,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000011.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000361.wav,Angry,epoch_00025,inferred,0.6,style,0.6,,,,,0.6941771507263184,0.713367760181427,,same_speaker_same_text,0.0,8.716352022020146e-05,-0.336035668849945,0.225094735622406,sad,00025
spk11_txt011_happy,11,Chapter ten a warm welcome.,11,0011_000011,0011_000711,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000011.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Happy/0011_000711.wav,Happy,epoch_00025,inferred,0.6,style,0.6,,,,,0.6688369512557983,0.6367430686950684,,same_speaker_same_text,0.0,0.0001314497203566,-0.2468495965003967,0.0558335185050964,sad,00025
spk11_txt011_sad,11,Chapter ten a warm welcome.,11,0011_000011,0011_001061,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000011.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Sad/0011_001061.wav,Sad,epoch_00025,inferred,0.6,style,0.6,,,,,0.6616204977035522,0.7012432813644409,,same_speaker_same_text,1.0,0.999447762966156,0.999018132686615,0.0533092580735683,sad,00025
spk11_txt011_surprise,11,Chapter ten a warm welcome.,11,0011_000011,0011_001411,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000011.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Surprise/0011_001411.wav,Surprise,epoch_00025,inferred,0.6,style,0.6,,,,,0.7057887315750122,0.6102067828178406,,same_speaker_same_text,0.0,0.0013265581801533,-0.3518514633178711,-0.2548988461494446,sad,00025
spk11_txt012_angry,11,Her shoes were like fishes.,12,0011_000012,0011_000362,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000012.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000362.wav,Angry,epoch_00025,inferred,0.6,style,0.6,,,,,0.7019021511077881,0.821601152420044,,same_speaker_same_text,0.0,0.0001258645934285,-0.2871373891830444,-0.0083216018974781,sad,00025
spk11_txt012_happy,11,Her shoes were like fishes.,12,0011_000012,0011_000712,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000012.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Happy/0011_000712.wav,Happy,epoch_00025,inferred,0.6,style,0.6,,,,,0.6831596493721008,0.6928164958953857,,same_speaker_same_text,1.0,0.9589959383010864,-0.4152000844478607,-0.1900268793106079,happy,00025
spk11_txt012_sad,11,Her shoes were like fishes.,12,0011_000012,0011_001062,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000012.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Sad/0011_001062.wav,Sad,epoch_00025,inferred,0.6,style,0.6,,,,,0.6223642826080322,0.7541781067848206,,same_speaker_same_text,1.0,0.9994422793388368,0.9995176792144777,0.003070612438023,sad,00025
spk11_txt012_surprise,11,Her shoes were like fishes.,12,0011_000012,0011_001412,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000012.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Surprise/0011_001412.wav,Surprise,epoch_00025,inferred,0.6,style,0.6,,,,,0.6644818782806396,0.3546280562877655,,same_speaker_same_text,0.0,0.0002544650633353,-0.3126731216907501,-0.2239099591970443,happy,00025
spk11_txt013_angry,11,I have bunburyed all over goat on two separate occasions.,13,0011_000013,0011_000363,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000013.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000363.wav,Angry,epoch_00025,inferred,0.6,style,0.6,,,,,0.727941632270813,0.7973819971084595,,same_speaker_same_text,0.0,9.713467443361878e-05,-0.2905935645103454,0.1256211847066879,sad,00025
spk11_txt013_happy,11,I have bunburyed all over goat on two separate occasions.,13,0011_000013,0011_000713,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000013.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Happy/0011_000713.wav,Happy,epoch_00025,inferred,0.6,style,0.6,,,,,0.7433711290359497,0.7344805002212524,,same_speaker_same_text,0.0,9.522653999738397e-05,-0.2689155042171478,-0.0093940608203411,sad,00025
spk11_txt013_sad,11,I have bunburyed all over goat on two separate occasions.,13,0011_000013,0011_001063,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000013.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Sad/0011_001063.wav,Sad,epoch_00025,inferred,0.6,style,0.6,,,,,0.7293152809143066,0.7984557151794434,,same_speaker_same_text,1.0,0.9994076490402222,0.9955092668533324,0.0008926792070269,sad,00025
spk11_txt013_surprise,11,I have bunburyed all over goat on two separate occasions.,13,0011_000013,0011_001413,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000013.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Surprise/0011_001413.wav,Surprise,epoch_00025,inferred,0.6,style,0.6,,,,,0.7306467294692993,0.689110279083252,,same_speaker_same_text,0.0,5.472033080877736e-05,-0.5053839087486267,0.1470976173877716,sad,00025
spk11_txt014_angry,11,Annie please please don't hurt me!,14,0011_000014,0011_000364,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000014.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000364.wav,Angry,epoch_00025,inferred,0.6,style,0.6,,,,,0.7152955532073975,0.7481937408447266,,same_speaker_same_text,0.0,0.0018709560390561,-0.4016962349414825,0.6916745901107788,neutral,00025
spk11_txt014_happy,11,Annie please please don't hurt me!,14,0011_000014,0011_000714,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000014.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Happy/0011_000714.wav,Happy,epoch_00025,inferred,0.6,style,0.6,,,,,0.6674169301986694,0.710539698600769,,same_speaker_same_text,0.0,0.0156651455909013,0.2432487159967422,-0.1963927298784256,sad,00025
spk11_txt014_sad,11,Annie please please don't hurt me!,14,0011_000014,0011_001064,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000014.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Sad/0011_001064.wav,Sad,epoch_00025,inferred,0.6,style,0.6,,,,,0.7076525092124939,0.7851906418800354,,same_speaker_same_text,1.0,0.9994484782218932,0.9989551305770874,-0.03254921361804,sad,00025
spk11_txt014_surprise,11,Annie please please don't hurt me!,14,0011_000014,0011_001414,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000014.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Surprise/0011_001414.wav,Surprise,epoch_00025,inferred,0.6,style,0.6,,,,,0.6950582265853882,0.6988095045089722,,same_speaker_same_text,0.0,0.0002629380906,-0.32673379778862,-0.2178994268178939,happy,00025
spk11_txt016_angry,11,"Mister share man, I move for a division.",16,0011_000016,0011_000366,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000016.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000366.wav,Angry,epoch_00025,inferred,0.6,style,0.6,,,,,0.8090992569923401,0.7610028982162476,,same_speaker_same_text,0.0,0.0002179909643018,-0.2024815678596496,-0.1459971368312835,sad,00025
spk11_txt016_happy,11,"Mister share man, I move for a division.",16,0011_000016,0011_000716,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000016.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Happy/0011_000716.wav,Happy,epoch_00025,inferred,0.6,style,0.6,,,,,0.6995011568069458,0.5634177327156067,,same_speaker_same_text,0.0,0.0001803493651095,-0.2938642799854278,-0.1201862245798111,sad,00025
spk11_txt016_sad,11,"Mister share man, I move for a division.",16,0011_000016,0011_001066,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Neutral/0011_000016.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Sad/0011_001066.wav,Sad,epoch_00025,inferred,0.6,style,0.6,,,,,0.8235259056091309,0.8377039432525635,,same_speaker_same_text,1.0,0.9994412064552308,0.999840259552002,-0.0823649689555168,sad,00025
